type,organism,conservation_score
Essential,S. pombe,0.600008
Essential,S. pombe,0.29575
Essential,S. pombe,0.536754
Essential,S. pombe,0.381636
Essential,S. pombe,0.5226375
Essential,S. pombe,0.38076
Essential,S. pombe,0.561574
Essential,S. pombe,0.5866625
Essential,S. pombe,0.7249785
Essential,S. pombe,0.3235495
Essential,S. pombe,0.5209325
Essential,S. pombe,0.618108
Essential,S. pombe,0.568533
Essential,S. pombe,0.606091
Essential,S. pombe,0.457415
Essential,S. pombe,0.684924
Essential,S. pombe,0.519795
Essential,S. pombe,0.5667
Essential,S. pombe,0.519155
Essential,S. pombe,0.737468
Essential,S. pombe,0.374975
Essential,S. pombe,0.743518
Essential,S. pombe,0.562907
Essential,S. pombe,0.6507945
Essential,S. pombe,0.69601
Essential,S. pombe,0.492454
Essential,S. pombe,0.675522
Essential,S. pombe,0.6536885
Essential,S. pombe,0.376391
Essential,S. pombe,0.730989
Essential,S. pombe,0.690708
Essential,S. pombe,0.586423
Essential,S. pombe,0.494622
Essential,S. pombe,0.7102135
Essential,S. pombe,0.433099
Essential,S. pombe,0.704272
Essential,S. pombe,0.545677
Essential,S. pombe,0.6012805
Essential,S. pombe,0.5409545
Essential,S. pombe,0.734847
Essential,S. pombe,0.3903725
Essential,S. pombe,0.696896
Essential,S. pombe,0.5091255
Essential,S. pombe,0.7194
Essential,S. pombe,0.686857
Essential,S. pombe,0.485879
Essential,S. pombe,0.6456445
Essential,S. pombe,0.354442
Essential,S. pombe,0.514476
Essential,S. pombe,0.595853
Essential,S. pombe,0.498113
Essential,S. pombe,0.760305
Essential,S. pombe,0.510919
Essential,S. pombe,0.528091
Essential,S. pombe,0.510266
Essential,S. pombe,0.725981
Essential,S. pombe,0.485499
Essential,S. pombe,0.505322
Essential,S. pombe,0.813064
Essential,S. pombe,0.7309375
Essential,S. pombe,0.700167
Essential,S. pombe,0.420379
Essential,S. pombe,0.677909
Essential,S. pombe,0.4043325
Essential,S. pombe,0.496979
Essential,S. pombe,0.541771
Essential,S. pombe,0.692148
Essential,S. pombe,0.670343
Essential,S. pombe,0.695985
Essential,S. pombe,0.480945
Essential,S. pombe,0.5693635
Essential,S. pombe,0.626136
Essential,S. pombe,0.390312
Essential,S. pombe,0.6880525
Essential,S. pombe,0.573358
Essential,S. pombe,0.618237
Essential,S. pombe,0.404965
Essential,S. pombe,0.5069955
Essential,S. pombe,0.5850365
Essential,S. pombe,0.490151
Essential,S. pombe,0.382872
Essential,S. pombe,0.399511
Essential,S. pombe,0.723548
Essential,S. pombe,0.533165
Essential,S. pombe,0.5770315
Essential,S. pombe,0.605746
Essential,S. pombe,0.418972
Essential,S. pombe,0.606611
Essential,S. pombe,0.76076
Essential,S. pombe,0.53324
Essential,S. pombe,0.666963
Essential,S. pombe,0.698985
Essential,S. pombe,0.7149475
Essential,S. pombe,0.4195465
Essential,S. pombe,0.545773
Essential,S. pombe,0.5286425
Essential,S. pombe,0.6139525
Essential,S. pombe,0.770655
Essential,S. pombe,0.739697
Essential,S. pombe,0.776087
Essential,S. pombe,0.3201915
Essential,S. pombe,0.4860855
Essential,S. pombe,0.360966
Essential,S. pombe,0.688867
Essential,S. pombe,0.741275
Essential,S. pombe,0.621843
Essential,S. pombe,0.754943
Essential,S. pombe,0.411458
Essential,S. pombe,0.553578
Essential,S. pombe,0.692932
Essential,S. pombe,0.5103865
Essential,S. pombe,0.600971
Essential,S. pombe,0.750133
Essential,S. pombe,0.629285
Essential,S. pombe,0.468698
Essential,S. pombe,0.456821
Essential,S. pombe,0.465745
Essential,S. pombe,0.7821425
Essential,S. pombe,0.716511
Essential,S. pombe,0.653722
Essential,S. pombe,0.674762
Essential,S. pombe,0.351656
Essential,S. pombe,0.661574
Essential,S. pombe,0.714605
Essential,S. pombe,0.5510025
Essential,S. pombe,0.5227785
Essential,S. pombe,0.558213
Essential,S. pombe,0.560444
Essential,S. pombe,0.505071
Essential,S. pombe,0.546069
Essential,S. pombe,0.438904
Essential,S. pombe,0.597216
Essential,S. pombe,0.7181085
Essential,S. pombe,0.753904
Essential,S. pombe,0.755211
Essential,S. pombe,0.5636495
Essential,S. pombe,0.674081
Essential,S. pombe,0.614747
Essential,S. pombe,0.568923
Essential,S. pombe,0.5290495
Essential,S. pombe,0.48739
Essential,S. pombe,0.452974
Essential,S. pombe,0.2872965
Essential,S. pombe,0.5105865
Essential,S. pombe,0.597167
Essential,S. pombe,0.558982
Essential,S. pombe,0.419868
Essential,S. pombe,0.539183
Essential,S. pombe,0.468193
Essential,S. pombe,0.621195
Essential,S. pombe,0.592879
Essential,S. pombe,0.7605435
Essential,S. pombe,0.4512135
Essential,S. pombe,0.606432
Essential,S. pombe,0.7459705
Essential,S. pombe,0.4440525
Essential,S. pombe,0.650259
Essential,S. pombe,0.6859405
Essential,S. pombe,0.730361
Essential,S. pombe,0.611905
Essential,S. pombe,0.390474
Essential,S. pombe,0.4331965
Essential,S. pombe,0.486436
Essential,S. pombe,0.717883
Essential,S. pombe,0.46959
Essential,S. pombe,0.61982
Essential,S. pombe,0.796705
Essential,S. pombe,0.716945
Essential,S. pombe,0.401573
Essential,S. pombe,0.4536195
Essential,S. pombe,0.713515
Essential,S. pombe,0.535014
Essential,S. pombe,0.4944975
Essential,S. pombe,0.6617505
Essential,S. pombe,0.549823
Essential,S. pombe,0.702787
Essential,S. pombe,0.545463
Essential,S. pombe,0.5133215
Essential,S. pombe,0.58113
Essential,S. pombe,0.393895
Essential,S. pombe,0.45804
Essential,S. pombe,0.7711045
Essential,S. pombe,0.409008
Essential,S. pombe,0.3290285
Essential,S. pombe,0.505011
Essential,S. pombe,0.522593
Essential,S. pombe,0.70029
Essential,S. pombe,0.525567
Essential,S. pombe,0.345273
Essential,S. pombe,0.717782
Essential,S. pombe,0.7424535
Essential,S. pombe,0.480978
Essential,S. pombe,0.432228
Essential,S. pombe,0.8157325
Essential,S. pombe,0.490178
Essential,S. pombe,0.59834
Essential,S. pombe,0.6586415
Essential,S. pombe,0.679115
Essential,S. pombe,0.5548595
Essential,S. pombe,0.725658
Essential,S. pombe,0.341486
Essential,S. pombe,0.77246
Essential,S. pombe,0.7257505
Essential,S. pombe,0.748889
Essential,S. pombe,0.50826
Essential,S. pombe,0.583915
Essential,S. pombe,0.349102
Essential,S. pombe,0.630385
Essential,S. pombe,0.647732
Essential,S. pombe,0.445291
Essential,S. pombe,0.4298515
Essential,S. pombe,0.554513
Essential,S. pombe,0.5617085
Essential,S. pombe,0.494945
Essential,S. pombe,0.468827
Essential,S. pombe,0.571653
Essential,S. pombe,0.394365
Essential,S. pombe,0.637228
Essential,S. pombe,0.7119495
Essential,S. pombe,0.496879
Essential,S. pombe,0.4799305
Essential,S. pombe,0.3259065
Essential,S. pombe,0.6293545
Essential,S. pombe,0.657846
Essential,S. pombe,0.64613
Essential,S. pombe,0.4881845
Essential,S. pombe,0.4556285
Essential,S. pombe,0.665424
Essential,S. pombe,0.429801
Essential,S. pombe,0.739816
Essential,S. pombe,0.797963
Essential,S. pombe,0.784061
Essential,S. pombe,0.50135
Essential,S. pombe,0.441782
Essential,S. pombe,0.691899
Essential,S. pombe,0.595247
Essential,S. pombe,0.6212165
Essential,S. pombe,0.7509945
Essential,S. pombe,0.518
Essential,S. pombe,0.516147
Essential,S. pombe,0.429321
Essential,S. pombe,0.521035
Essential,S. pombe,0.4935905
Essential,S. pombe,0.680578
Essential,S. pombe,0.696187
Essential,S. pombe,0.5716855
Essential,S. pombe,0.694775
Essential,S. pombe,0.551925
Essential,S. pombe,0.6374965
Essential,S. pombe,0.633709
Essential,S. pombe,0.449666
Essential,S. pombe,0.7511335
Essential,S. pombe,0.8074085
Essential,S. pombe,0.3489815
Essential,S. pombe,0.638429
Essential,S. pombe,0.4243475
Essential,S. pombe,0.668081
Essential,S. pombe,0.5502695
Essential,S. pombe,0.729273
Essential,S. pombe,0.658668
Essential,S. pombe,0.578198
Essential,S. pombe,0.6039605
Essential,S. pombe,0.5962455
Essential,S. pombe,0.517458
Essential,S. pombe,0.587428
Essential,S. pombe,0.7536815
Essential,S. pombe,0.609803
Essential,S. pombe,0.645487
Essential,S. pombe,0.559892
Essential,S. pombe,0.5502845
Essential,S. pombe,0.524436
Essential,S. pombe,0.387469
Essential,S. pombe,0.639227
Essential,S. pombe,0.761661
Essential,S. pombe,0.618108
Essential,S. pombe,0.5313645
Essential,S. pombe,0.465341
Essential,S. pombe,0.454677
Essential,S. pombe,0.633587
Essential,S. pombe,0.680301
Essential,S. pombe,0.5946815
Essential,S. pombe,0.606642
Essential,S. pombe,0.559892
Essential,S. pombe,0.5493525
Essential,S. pombe,0.534376
Essential,S. pombe,0.60239
Essential,S. pombe,0.5792055
Essential,S. pombe,0.430849
Essential,S. pombe,0.5223175
Essential,S. pombe,0.407089
Essential,S. pombe,0.696767
Essential,S. pombe,0.727899
Essential,S. pombe,0.640133
Essential,S. pombe,0.682871
Essential,S. pombe,0.579121
Essential,S. pombe,0.691433
Essential,S. pombe,0.6901865
Essential,S. pombe,0.542076
Essential,S. pombe,0.6180855
Essential,S. pombe,0.482613
Essential,S. pombe,0.602875
Essential,S. pombe,0.628024
Essential,S. pombe,0.550011
Essential,S. pombe,0.739886
Essential,S. pombe,0.376472
Essential,S. pombe,0.741741
Essential,S. pombe,0.597788
Essential,S. pombe,0.3930745
Essential,S. pombe,0.573579
Essential,S. pombe,0.530224
Essential,S. pombe,0.661928
Essential,S. pombe,0.5939565
Essential,S. pombe,0.5784765
Essential,S. pombe,0.74187
Essential,S. pombe,0.624262
Essential,S. pombe,0.559892
Essential,S. pombe,0.656311
Essential,S. pombe,0.504869
Essential,S. pombe,0.765766
Essential,S. pombe,0.567322
Essential,S. pombe,0.570309
Essential,S. pombe,0.597557
Essential,S. pombe,0.558468
Essential,S. pombe,0.700373
Essential,S. pombe,0.478002
Essential,S. pombe,0.507268
Essential,S. pombe,0.542917
Essential,S. pombe,0.64675
Essential,S. pombe,0.66256
Essential,S. pombe,0.689114
Essential,S. pombe,0.527463
Essential,S. pombe,0.477143
Essential,S. pombe,0.481847
Essential,S. pombe,0.544701
Essential,S. pombe,0.518396
Essential,S. pombe,0.658757
Essential,S. pombe,0.4884235
Essential,S. pombe,0.696869
Essential,S. pombe,0.775561
Essential,S. pombe,0.382017
Essential,S. pombe,0.717001
Essential,S. pombe,0.3548795
Essential,S. pombe,0.6477775
Essential,S. pombe,0.4970835
Essential,S. pombe,0.4366655
Essential,S. pombe,0.552394
Essential,S. pombe,0.4072675
Essential,S. pombe,0.457193
Essential,S. pombe,0.662122
Essential,S. pombe,0.461858
Essential,S. pombe,0.719785
Essential,S. pombe,0.534244
Essential,S. pombe,0.510266
Essential,S. pombe,0.5298565
Essential,S. pombe,0.578697
Essential,S. pombe,0.5624385
Essential,S. pombe,0.546617
Essential,S. pombe,0.489832
Essential,S. pombe,0.641474
Essential,S. pombe,0.356334
Essential,S. pombe,0.462639
Essential,S. pombe,0.7066045
Essential,S. pombe,0.5837595
Essential,S. pombe,0.728169
Essential,S. pombe,0.550368
Essential,S. pombe,0.5164725
Essential,S. pombe,0.5318095
Essential,S. pombe,0.4833725
Essential,S. pombe,0.507198
Essential,S. pombe,0.745534
Essential,S. pombe,0.650805
Essential,S. pombe,0.68872
Essential,S. pombe,0.750142
Essential,S. pombe,0.7382985
Essential,S. pombe,0.713029
Essential,S. pombe,0.539576
Essential,S. pombe,0.742546
Essential,S. pombe,0.7350085
Essential,S. pombe,0.574668
Essential,S. pombe,0.483561
Essential,S. pombe,0.6749055
Essential,S. pombe,0.7616815
Essential,S. pombe,0.686299
Essential,S. pombe,0.470278
Essential,S. pombe,0.609779
Essential,S. pombe,0.636703
Essential,S. pombe,0.612826
Essential,S. pombe,0.561059
Essential,S. pombe,0.6050965
Essential,S. pombe,0.3969545
Essential,S. pombe,0.549717
Essential,S. pombe,0.506645
Essential,S. pombe,0.643392
Essential,S. pombe,0.438956
Essential,S. pombe,0.407574
Essential,S. pombe,0.75569
Essential,S. pombe,0.590289
Essential,S. pombe,0.402796
Essential,S. pombe,0.660244
Essential,S. pombe,0.5911175
Essential,S. pombe,0.67076
Essential,S. pombe,0.537743
Essential,S. pombe,0.603463
Essential,S. pombe,0.621523
Essential,S. pombe,0.582147
Essential,S. pombe,0.7540555
Essential,S. pombe,0.703253
Essential,S. pombe,0.633226
Essential,S. pombe,0.732991
Essential,S. pombe,0.6616885
Essential,S. pombe,0.62632
Essential,S. pombe,0.633899
Essential,S. pombe,0.578257
Essential,S. pombe,0.577388
Essential,S. pombe,0.709702
Essential,S. pombe,0.584544
Essential,S. pombe,0.517082
Essential,S. pombe,0.504282
Essential,S. pombe,0.427609
Essential,S. pombe,0.423455
Essential,S. pombe,0.522848
Essential,S. pombe,0.657875
Essential,S. pombe,0.490465
Essential,S. pombe,0.481596
Essential,S. pombe,0.659246
Essential,S. pombe,0.4161355
Essential,S. pombe,0.75973
Essential,S. pombe,0.461393
Essential,S. pombe,0.597987
Essential,S. pombe,0.455161
Essential,S. pombe,0.710856
Essential,S. pombe,0.771075
Essential,S. pombe,0.5722175
Essential,S. pombe,0.815318
Essential,S. pombe,0.768783
Essential,S. pombe,0.719172
Essential,S. pombe,0.344563
Essential,S. pombe,0.424741
Essential,S. pombe,0.3165475
Essential,S. pombe,0.454242
Essential,S. pombe,0.4280095
Essential,S. pombe,0.357914
Essential,S. pombe,0.697807
Essential,S. pombe,0.444949
Essential,S. pombe,0.396917
Essential,S. pombe,0.567738
Essential,S. pombe,0.671359
Essential,S. pombe,0.7233535
Essential,S. pombe,0.6631225
Essential,S. pombe,0.774416
Essential,S. pombe,0.4531875
Essential,S. pombe,0.460588
Essential,S. pombe,0.542587
Essential,S. pombe,0.356164
Essential,S. pombe,0.5042365
Essential,S. pombe,0.527291
Essential,S. pombe,0.497657
Essential,S. pombe,0.50395
Essential,S. pombe,0.422959
Essential,S. pombe,0.584812
Essential,S. pombe,0.5637445
Essential,S. pombe,0.639023
Essential,S. pombe,0.5735945
Essential,S. pombe,0.52554
Essential,S. pombe,0.31247
Essential,S. pombe,0.5079695
Essential,S. pombe,0.70222
Essential,S. pombe,0.694625
Essential,S. pombe,0.5921605
Essential,S. pombe,0.640624
Essential,S. pombe,0.582781
Essential,S. pombe,0.594812
Essential,S. pombe,0.4007115
Essential,S. pombe,0.663306
Essential,S. pombe,0.666816
Essential,S. pombe,0.5161405
Essential,S. pombe,0.441381
Essential,S. pombe,0.410462
Essential,S. pombe,0.490122
Essential,S. pombe,0.710936
Essential,S. pombe,0.7817575
Essential,S. pombe,0.366874
Essential,S. pombe,0.7337355
Essential,S. pombe,0.3456
Essential,S. pombe,0.593454
Essential,S. pombe,0.69136
Essential,S. pombe,0.491093
Essential,S. pombe,0.526583
Essential,S. pombe,0.397699
Essential,S. pombe,0.669871
Essential,S. pombe,0.588164
Essential,S. pombe,0.621026
Essential,S. pombe,0.395276
Essential,S. pombe,0.659544
Essential,S. pombe,0.578526
Essential,S. pombe,0.342887
Essential,S. pombe,0.663745
Essential,S. pombe,0.681661
Essential,S. pombe,0.4969365
Essential,S. pombe,0.709672
Essential,S. pombe,0.560622
Essential,S. pombe,0.6938895
Essential,S. pombe,0.600056
Essential,S. pombe,0.669696
Essential,S. pombe,0.787722
Essential,S. pombe,0.592627
Essential,S. pombe,0.501955
Essential,S. pombe,0.656747
Essential,S. pombe,0.607541
Essential,S. pombe,0.595214
Essential,S. pombe,0.472177
Essential,S. pombe,0.551462
Essential,S. pombe,0.654265
Essential,S. pombe,0.6318955
Essential,S. pombe,0.5020425
Essential,S. pombe,0.539526
Essential,S. pombe,0.648131
Essential,S. pombe,0.603829
Essential,S. pombe,0.555992
Essential,S. pombe,0.721698
Essential,S. pombe,0.731864
Essential,S. pombe,0.395661
Essential,S. pombe,0.7139795
Essential,S. pombe,0.736483
Essential,S. pombe,0.643392
Essential,S. pombe,0.539935
Essential,S. pombe,0.5734115
Essential,S. pombe,0.7653375
Essential,S. pombe,0.42774
Essential,S. pombe,0.48247
Essential,S. pombe,0.357426
Essential,S. pombe,0.4105255
Essential,S. pombe,0.676522
Essential,S. pombe,0.618354
Essential,S. pombe,0.6024695
Essential,S. pombe,0.561993
Essential,S. pombe,0.588394
Essential,S. pombe,0.4667885
Essential,S. pombe,0.444734
Essential,S. pombe,0.467057
Essential,S. pombe,0.533004
Essential,S. pombe,0.402531
Essential,S. pombe,0.572876
Essential,S. pombe,0.503739
Essential,S. pombe,0.564162
Essential,S. pombe,0.706773
Essential,S. pombe,0.638498
Essential,S. pombe,0.768194
Essential,S. pombe,0.67352
Essential,S. pombe,0.455856
Essential,S. pombe,0.637537
Essential,S. pombe,0.755962
Essential,S. pombe,0.3951385
Essential,S. pombe,0.544121
Essential,S. pombe,0.716178
Essential,S. pombe,0.439003
Essential,S. pombe,0.602047
Essential,S. pombe,0.542739
Essential,S. pombe,0.460765
Essential,S. pombe,0.5353065
Essential,S. pombe,0.704827
Essential,S. pombe,0.395676
Essential,S. pombe,0.523046
Essential,S. pombe,0.498624
Essential,S. pombe,0.6524225
Essential,S. pombe,0.7275095
Essential,S. pombe,0.532038
Essential,S. pombe,0.539768
Essential,S. pombe,0.4440525
Essential,S. pombe,0.6960395
Essential,S. pombe,0.572006
Essential,S. pombe,0.6379965
Essential,S. pombe,0.5182435
Essential,S. pombe,0.569931
Essential,S. pombe,0.6031475
Essential,S. pombe,0.649071
Essential,S. pombe,0.48161
Essential,S. pombe,0.327169
Essential,S. pombe,0.5991425
Essential,S. pombe,0.592539
Essential,S. pombe,0.408137
Essential,S. pombe,0.368774
Essential,S. pombe,0.5839075
Essential,S. pombe,0.7441145
Essential,S. pombe,0.559095
Essential,S. pombe,0.656826
Essential,S. pombe,0.421194
Essential,S. pombe,0.6601315
Essential,S. pombe,0.521625
Essential,S. pombe,0.720267
Essential,S. pombe,0.566034
Essential,S. pombe,0.746261
Essential,S. pombe,0.543245
Essential,S. pombe,0.499916
Essential,S. pombe,0.5765055
Essential,S. pombe,0.6203105
Essential,S. pombe,0.704439
Essential,S. pombe,0.5382475
Essential,S. pombe,0.6524025
Essential,S. pombe,0.368203
Essential,S. pombe,0.690777
Essential,S. pombe,0.5320255
Essential,S. pombe,0.384782
Essential,S. pombe,0.418146
Essential,S. pombe,0.542885
Essential,S. pombe,0.527087
Essential,S. pombe,0.773347
Essential,S. pombe,0.754922
Essential,S. pombe,0.528543
Essential,S. pombe,0.7650405
Essential,S. pombe,0.449629
Essential,S. pombe,0.4391
Essential,S. pombe,0.566322
Essential,S. pombe,0.468673
Essential,S. pombe,0.6791
Essential,S. pombe,0.55808
Essential,S. pombe,0.418801
Essential,S. pombe,0.621124
Essential,S. pombe,0.4667145
Essential,S. pombe,0.4775605
Essential,S. pombe,0.674454
Essential,S. pombe,0.765832
Essential,S. pombe,0.7982825
Essential,S. pombe,0.528484
Essential,S. pombe,0.5226585
Essential,S. pombe,0.440633
Essential,S. pombe,0.7385675
Essential,S. pombe,0.7195575
Essential,S. pombe,0.693939
Essential,S. pombe,0.680829
Essential,S. pombe,0.7230275
Essential,S. pombe,0.5258
Essential,S. pombe,0.660202
Essential,S. pombe,0.584437
Essential,S. pombe,0.493761
Essential,S. pombe,0.506701
Essential,S. pombe,0.498775
Essential,S. pombe,0.5565905
Essential,S. pombe,0.329818
Essential,S. pombe,0.543505
Essential,S. pombe,0.577639
Essential,S. pombe,0.704543
Essential,S. pombe,0.538459
Essential,S. pombe,0.7425355
Essential,S. pombe,0.483112
Essential,S. pombe,0.378966
Essential,S. pombe,0.517936
Essential,S. pombe,0.696094
Essential,S. pombe,0.586604
Essential,S. pombe,0.567598
Essential,S. pombe,0.5626665
Essential,S. pombe,0.38287
Essential,S. pombe,0.645679
Essential,S. pombe,0.7789025
Essential,S. pombe,0.688592
Essential,S. pombe,0.5951595
Essential,S. pombe,0.739284
Essential,S. pombe,0.526923
Essential,S. pombe,0.6373155
Essential,S. pombe,0.6019945
Essential,S. pombe,0.61406
Essential,S. pombe,0.5119735
Essential,S. pombe,0.696566
Essential,S. pombe,0.597148
Essential,S. pombe,0.4374655
Essential,S. pombe,0.595531
Essential,S. pombe,0.6462865
Essential,S. pombe,0.609483
Essential,S. pombe,0.5840505
Essential,S. pombe,0.301311
Essential,S. pombe,0.797135
Essential,S. pombe,0.456876
Essential,S. pombe,0.626907
Essential,S. pombe,0.735534
Essential,S. pombe,0.6676095
Essential,S. pombe,0.663254
Essential,S. pombe,0.507143
Essential,S. pombe,0.718612
Essential,S. pombe,0.7200195
Essential,S. pombe,0.494361
Essential,S. pombe,0.507915
Essential,S. pombe,0.61771
Essential,S. pombe,0.7373195
Essential,S. pombe,0.566905
Essential,S. pombe,0.4974715
Essential,S. pombe,0.4822055
Essential,S. pombe,0.7492495
Essential,S. pombe,0.397076
Essential,S. pombe,0.4634675
Essential,S. pombe,0.4007075
Essential,S. pombe,0.715391
Essential,S. pombe,0.422105
Essential,S. pombe,0.425799
Essential,S. pombe,0.509185
Essential,S. pombe,0.794116
Essential,S. pombe,0.7803265
Essential,S. pombe,0.449768
Essential,S. pombe,0.3918595
Essential,S. pombe,0.5512855
Essential,S. pombe,0.655685
Essential,S. pombe,0.761895
Essential,S. pombe,0.495758
Essential,S. pombe,0.567463
Essential,S. pombe,0.6257385
Essential,S. pombe,0.554247
Essential,S. pombe,0.3983345
Essential,S. pombe,0.450804
Essential,S. pombe,0.367058
Essential,S. pombe,0.576783
Essential,S. pombe,0.6619245
Essential,S. pombe,0.410077
Essential,S. pombe,0.768334
Essential,S. pombe,0.629848
Essential,S. pombe,0.464273
Essential,S. pombe,0.6690375
Essential,S. pombe,0.605226
Essential,S. pombe,0.440034
Essential,S. pombe,0.451988
Essential,S. pombe,0.476552
Essential,S. pombe,0.492526
Essential,S. pombe,0.645706
Essential,S. pombe,0.671602
Essential,S. pombe,0.609664
Essential,S. pombe,0.376349
Essential,S. pombe,0.53798
Essential,S. pombe,0.455016
Essential,S. pombe,0.385633
Essential,S. pombe,0.457998
Essential,S. pombe,0.5056215
Essential,S. pombe,0.374197
Essential,S. pombe,0.7206125
Essential,S. pombe,0.430165
Essential,S. pombe,0.7224725
Essential,S. pombe,0.396612
Essential,S. pombe,0.554867
Essential,S. pombe,0.698684
Essential,S. pombe,0.757498
Essential,S. pombe,0.374688
Essential,S. pombe,0.594778
Essential,S. pombe,0.593225
Essential,S. pombe,0.730086
Essential,S. pombe,0.6985255
Essential,S. pombe,0.801234
Essential,S. pombe,0.456632
Essential,S. pombe,0.709826
Essential,S. pombe,0.478938
Essential,S. pombe,0.3363325
Essential,S. pombe,0.5756175
Essential,S. pombe,0.281087
Essential,S. pombe,0.381662
Essential,S. pombe,0.528042
Essential,S. pombe,0.630462
Essential,S. pombe,0.325959
Essential,S. pombe,0.6613095
Essential,S. pombe,0.436129
Essential,S. pombe,0.776559
Essential,S. pombe,0.3467205
Essential,S. pombe,0.4891125
Essential,S. pombe,0.7015815
Essential,S. pombe,0.354596
Essential,S. pombe,0.543755
Essential,S. pombe,0.755236
Essential,S. pombe,0.679178
Essential,S. pombe,0.394847
Essential,S. pombe,0.379837
Essential,S. pombe,0.3991075
Essential,S. pombe,0.64198
Essential,S. pombe,0.495691
Essential,S. pombe,0.728299
Essential,S. pombe,0.488724
Essential,S. pombe,0.608046
Essential,S. pombe,0.3805875
Essential,S. pombe,0.583408
Essential,S. pombe,0.459259
Essential,S. pombe,0.596336
Essential,S. pombe,0.601676
Essential,S. pombe,0.680099
Essential,S. pombe,0.6074415
Essential,S. pombe,0.5800325
Essential,S. pombe,0.397658
Essential,S. pombe,0.507932
Essential,S. pombe,0.551457
Essential,S. pombe,0.662484
Essential,S. pombe,0.638833
Essential,S. pombe,0.443397
Essential,S. pombe,0.316847
Essential,S. pombe,0.6713725
Essential,S. pombe,0.574126
Essential,S. pombe,0.769474
Essential,S. pombe,0.621507
Essential,S. pombe,0.623937
Essential,S. pombe,0.55001
Essential,S. pombe,0.358136
Essential,S. pombe,0.5477105
Essential,S. pombe,0.805187
Essential,S. pombe,0.386991
Essential,S. pombe,0.736404
Non-essential,S. pombe,0.46874
Non-essential,S. pombe,0.578529
Non-essential,S. pombe,0.456971
Non-essential,S. pombe,0.600027
Non-essential,S. pombe,0.6296535
Non-essential,S. pombe,0.4141745
Non-essential,S. pombe,0.5004735
Non-essential,S. pombe,0.573014
Non-essential,S. pombe,0.545338
Non-essential,S. pombe,0.7118135
Non-essential,S. pombe,0.644499
Non-essential,S. pombe,0.561858
Non-essential,S. pombe,0.498113
Non-essential,S. pombe,0.458767
Non-essential,S. pombe,0.664497
Non-essential,S. pombe,0.51672
Non-essential,S. pombe,0.533627
Non-essential,S. pombe,0.645585
Non-essential,S. pombe,0.549823
Non-essential,S. pombe,0.592383
Non-essential,S. pombe,0.5869925
Non-essential,S. pombe,0.574899
Non-essential,S. pombe,0.703253
Non-essential,S. pombe,0.5836595
Non-essential,S. pombe,0.562094
Non-essential,S. pombe,0.555841
Non-essential,S. pombe,0.55222
Non-essential,S. pombe,0.499384
Non-essential,S. pombe,0.521042
Non-essential,S. pombe,0.7336615
Non-essential,S. pombe,0.559742
Non-essential,S. pombe,0.502083
Non-essential,S. pombe,0.499483
Non-essential,S. pombe,0.614697
Non-essential,S. pombe,0.350282
Non-essential,S. pombe,0.665171
Non-essential,S. pombe,0.5746245
Non-essential,S. pombe,0.3810335
Non-essential,S. pombe,0.631064
Non-essential,S. pombe,0.4834105
Non-essential,S. pombe,0.6217845
Non-essential,S. pombe,0.5628115
Non-essential,S. pombe,0.386212
Non-essential,S. pombe,0.534724
Non-essential,S. pombe,0.651987
Non-essential,S. pombe,0.530997
Non-essential,S. pombe,0.5561855
Non-essential,S. pombe,0.581831
Non-essential,S. pombe,0.546985
Non-essential,S. pombe,0.446703
Non-essential,S. pombe,0.4708575
Non-essential,S. pombe,0.591119
Non-essential,S. pombe,0.61355
Non-essential,S. pombe,0.6722585
Non-essential,S. pombe,0.6654375
Non-essential,S. pombe,0.532002
Non-essential,S. pombe,0.7055025
Non-essential,S. pombe,0.652986
Non-essential,S. pombe,0.6414945
Non-essential,S. pombe,0.592035
Non-essential,S. pombe,0.572565
Non-essential,S. pombe,0.583392
Non-essential,S. pombe,0.6245425
Non-essential,S. pombe,0.626394
Non-essential,S. pombe,0.6178
Non-essential,S. pombe,0.6178
Non-essential,S. pombe,0.563889
Non-essential,S. pombe,0.5520275
Non-essential,S. pombe,0.560631
Non-essential,S. pombe,0.7869495
Non-essential,S. pombe,0.510373
Non-essential,S. pombe,0.699356
Non-essential,S. pombe,0.4394485
Non-essential,S. pombe,0.625102
Non-essential,S. pombe,0.4376095
Non-essential,S. pombe,0.637786
Non-essential,S. pombe,0.5297545
Non-essential,S. pombe,0.6388025
Non-essential,S. pombe,0.7584935
Non-essential,S. pombe,0.739113
Non-essential,S. pombe,0.345677
Non-essential,S. pombe,0.572084
Non-essential,S. pombe,0.4354545
Non-essential,S. pombe,0.604383
Non-essential,S. pombe,0.538827
Non-essential,S. pombe,0.715056
Non-essential,S. pombe,0.5964
Non-essential,S. pombe,0.580097
Non-essential,S. pombe,0.5624915
Non-essential,S. pombe,0.512953
Non-essential,S. pombe,0.440693
Non-essential,S. pombe,0.3805875
Non-essential,S. pombe,0.410762
Non-essential,S. pombe,0.4953545
Non-essential,S. pombe,0.559863
Non-essential,S. pombe,0.614336
Non-essential,S. pombe,0.656339
Non-essential,S. pombe,0.495184
Non-essential,S. pombe,0.689992
Non-essential,S. pombe,0.603815
Non-essential,S. pombe,0.457885
Non-essential,S. pombe,0.4824795
Non-essential,S. pombe,0.4195925
Non-essential,S. pombe,0.60292
Non-essential,S. pombe,0.5484605
